datetime,coal_mwh,hydro_mwh,natural_gas_mwh,nuclear_mwh,other_sources_mwh,solar_mwh,wind_mwh,demand_mwh
2021-02-05 07:00:00,7164,48,11029,5113,9,0,11285,34299
2021-02-05 06:00:00,7676,47,11264,5113,6,0,11491,35493
2021-02-05 05:00:00,9034,63,11954,5112,7,0,11307,37393
2021-02-05 04:00:00,9904,97,13252,5112,6,0,11045,39366
2021-02-05 03:00:00,10681,143,14627,5111,6,0,10253,40714
2021-02-05 02:00:00,10629,116,16318,5112,6,0,9039,41437
2021-02-05 01:00:00,10219,72,17650,5111,28,45,7597,41283
2021-02-05 00:00:00,10308,73,15457,5113,20,1483,7188,40023
2021-02-04 23:00:00,10328,73,13094,5113,17,3125,8064,40009
2021-02-04 22:00:00,9929,70,10597,5112,13,4055,10056,39960
2021-02-04 21:00:00,9572,48,8825,5112,12,3934,12078,39830
2021-02-04 20:00:00,8072,56,7875,5112,12,3958,14972,40059
2021-02-04 19:00:00,6744,88,7008,5113,15,3734,17263,39949
2021-02-04 18:00:00,6502,88,6570,5114,15,2631,18859,39725
2021-02-04 17:00:00,6272,80,6522,5115,14,1980,19519,39437
2021-02-04 16:00:00,6195,80,6491,5116,34,2094,19068,38994
2021-02-04 15:00:00,7418,47,6747,5117,19,933,18058,38336
2021-02-04 14:00:00,7595,47,6409,5116,21,21,18771,37893
2021-02-04 13:00:00,6122,47,6049,5116,15,0,19205,36386
2021-02-04 12:00:00,4173,47,5052,5115,11,0,19227,33545
2021-02-04 11:00:00,3879,47,4802,5115,9,0,18078,31809
2021-02-04 10:00:00,3873,47,4771,5116,6,0,17610,31186
2021-02-04 09:00:00,3876,47,4758,5117,7,0,17782,31313
2021-02-04 08:00:00,3920,47,4780,5116,8,0,18252,31886
2021-02-04 07:00:00,4101,47,4871,5115,9,0,18825,32800
2021-02-04 06:00:00,4457,47,4892,5114,8,0,19695,34338
2021-02-04 05:00:00,5072,47,4943,5113,8,0,21238,36551
2021-02-04 04:00:00,6258,47,5113,5113,7,0,22025,38703
2021-02-04 03:00:00,7008,72,5390,5114,11,0,22415,40126
2021-02-04 02:00:00,7352,72,6516,5114,12,0,21610,40854
2021-02-04 01:00:00,7473,72,8398,5114,21,37,19253,40599
2021-02-04 00:00:00,6845,72,8379,5114,11,1108,17426,39059
2021-02-03 23:00:00,5729,72,7645,5115,15,3178,16803,38656
2021-02-03 22:00:00,6281,72,7628,5115,16,4071,15090,38323
2021-02-03 21:00:00,7761,47,8219,5115,10,4095,12989,38251
2021-02-03 20:00:00,8995,47,9231,5117,14,4008,10966,38376
2021-02-03 19:00:00,9693,55,10427,5122,11,4099,9416,38763
2021-02-03 18:00:00,9813,87,11304,5123,13,4262,9195,39571
2021-02-03 17:00:00,10115,80,12028,5118,11,4335,8962,40610
2021-02-03 16:00:00,10234,48,12921,5118,15,3935,9785,42122
2021-02-03 15:00:00,9921,48,14572,5118,24,1624,12421,43856
2021-02-03 14:00:00,10058,48,15920,5119,8,42,12788,44665
2021-02-03 13:00:00,9939,48,14821,5119,5,0,12358,43042
2021-02-03 12:00:00,10140,48,11416,5118,10,0,12277,39147
2021-02-03 11:00:00,9363,48,9158,5117,9,0,13232,36866
2021-02-03 10:00:00,8369,48,8489,5117,11,0,13719,35664
2021-02-03 09:00:00,7850,48,7887,5116,8,0,14227,35210
2021-02-03 08:00:00,7273,48,7445,5116,8,0,15232,35239
2021-02-03 07:00:00,6659,48,7802,5115,11,0,16008,35623
2021-02-03 06:00:00,6944,47,7989,5115,20,0,16484,36574
2021-02-03 05:00:00,7370,67,9187,5115,22,0,16509,38195
2021-02-03 04:00:00,7250,93,11081,5114,12,0,16416,39903
2021-02-03 03:00:00,8489,119,11861,5115,9,0,15252,40784
2021-02-03 02:00:00,8895,90,14155,5114,8,0,12695,41005
2021-02-03 01:00:00,9794,47,16260,5114,10,23,8527,40571
2021-02-03 00:00:00,9916,47,15209,5114,11,1283,6225,38552
2021-02-02 23:00:00,9219,47,13761,5114,12,3289,6453,37899
2021-02-02 22:00:00,8412,47,12184,5114,10,4255,7777,37797
2021-02-02 21:00:00,7948,47,11748,5115,9,4046,9312,38220
2021-02-02 20:00:00,7170,47,11724,5116,15,4178,10908,39045
2021-02-02 19:00:00,6546,55,12114,5117,15,4061,12228,40023
2021-02-02 18:00:00,6893,87,12406,5116,12,3931,13167,41423
2021-02-02 17:00:00,8263,104,13402,5117,4,3320,12999,42946
2021-02-02 16:00:00,8813,104,15675,5117,10,2701,12604,44762
2021-02-02 15:00:00,9158,71,16765,5117,29,1050,14889,46816
2021-02-02 14:00:00,9606,72,17613,5117,12,21,15318,47503
2021-02-02 13:00:00,8876,72,17059,5117,11,0,14575,45516
2021-02-02 12:00:00,7575,47,14798,5117,11,0,14243,41673
2021-02-02 11:00:00,6592,47,12791,5116,11,0,14487,39053
2021-02-02 10:00:00,6223,47,12145,5116,9,0,14173,37728
2021-02-02 09:00:00,6571,47,11787,5117,10,0,13785,37326
2021-02-02 08:00:00,6964,49,12042,5117,11,0,13092,37270
2021-02-02 07:00:00,6542,71,12117,5117,12,0,13911,37731
2021-02-02 06:00:00,6996,47,12847,5116,9,0,13761,38777
2021-02-02 05:00:00,8242,47,14654,5124,9,0,12261,40302
2021-02-02 04:00:00,9450,47,16970,5129,10,0,10206,41812
2021-02-02 03:00:00,9786,47,18767,5128,9,0,8656,42402
2021-02-02 02:00:00,10162,47,20668,5127,12,0,6385,42474
2021-02-02 01:00:00,10004,47,21438,5128,33,34,4995,41679
2021-02-02 00:00:00,9007,47,19299,5129,22,1561,4261,39339
2021-02-01 23:00:00,8032,47,17554,5128,13,3766,4030,38570
2021-02-01 22:00:00,7948,47,17205,5129,12,4323,3937,38602
2021-02-01 21:00:00,8279,47,17743,5128,18,4488,3459,39163
2021-02-01 20:00:00,8704,47,18422,5129,10,4508,3141,39961
2021-02-01 19:00:00,9014,55,19346,5119,11,4447,2978,40971
2021-02-01 18:00:00,8914,88,20388,5118,11,4584,3374,42478
2021-02-01 17:00:00,9502,106,20965,5117,12,4679,3576,43960
2021-02-01 16:00:00,9902,71,21901,5117,13,4342,4119,45483
2021-02-01 15:00:00,10345,72,25269,5117,13,1825,4334,47145
2021-02-01 14:00:00,10405,72,26716,5116,7,48,4992,47824
2021-02-01 13:00:00,10054,72,24588,5116,7,0,5529,45376
2021-02-01 12:00:00,9529,47,20325,5116,5,0,6130,41150
2021-02-01 11:00:00,9294,47,17304,5116,4,0,6515,38280
2021-02-01 10:00:00,9032,47,16074,5115,6,0,6478,36753
2021-02-01 09:00:00,8995,47,15450,5115,6,0,6420,36034
2021-02-01 08:00:00,8927,48,15030,5116,8,0,6663,35793
2021-02-01 07:00:00,9058,71,14836,5115,7,0,6909,35999
2021-02-01 06:00:00,9898,50,14844,5114,8,0,6907,36882
2021-02-01 05:00:00,10154,68,16217,5115,6,0,6706,38359
2021-02-01 04:00:00,10495,95,16766,5114,7,0,7210,39838
2021-02-01 03:00:00,10305,90,16725,5114,9,0,8094,40540
2021-02-01 02:00:00,10220,90,16896,5113,17,0,7981,40732
2021-02-01 01:00:00,10347,50,16980,5113,42,32,7296,39982
2021-02-01 00:00:00,7845,50,13969,5112,15,1697,8957,37683
2021-01-31 23:00:00,5842,49,10431,5112,9,4300,11135,36756
2021-01-31 22:00:00,5975,50,8481,5112,12,4772,12295,36546
2021-01-31 21:00:00,6225,50,7868,5112,10,4609,13069,36839
2021-01-31 20:00:00,6632,50,7849,5113,9,4324,13596,37420
2021-01-31 19:00:00,6593,50,7632,5113,12,4284,14609,38166
2021-01-31 18:00:00,6182,94,7191,5113,15,4390,15997,38770
2021-01-31 17:00:00,6296,109,6767,5113,17,4423,16614,39198
2021-01-31 16:00:00,7495,74,7370,5113,13,4043,15023,39107
2021-01-31 15:00:00,8145,74,7773,5113,23,1568,15436,38198
2021-01-31 14:00:00,8412,74,7029,5114,10,29,16262,36919
2021-01-31 13:00:00,7806,73,6640,5114,11,0,15772,35541
2021-01-31 12:00:00,6933,50,6268,5113,9,0,15633,34081
2021-01-31 11:00:00,6608,49,5907,5113,7,0,15272,33251
2021-01-31 10:00:00,7479,49,6101,5113,9,0,14094,32908
2021-01-31 09:00:00,7773,49,6025,5114,6,0,13780,32806
2021-01-31 08:00:00,8623,52,6421,5113,5,0,12625,32991
2021-01-31 07:00:00,9186,72,7468,5113,8,0,11247,33468
2021-01-31 06:00:00,8841,49,8415,5113,8,0,11626,34609
2021-01-31 05:00:00,9298,49,9124,5113,8,0,11801,35862
2021-01-31 04:00:00,9163,49,9546,5113,9,0,12717,37016
2021-01-31 03:00:00,9361,49,9764,5113,10,0,13199,37914
2021-01-31 02:00:00,9506,49,9991,5113,17,0,13568,38714
2021-01-31 01:00:00,9265,50,9991,5113,43,26,13992,38824
2021-01-31 00:00:00,6789,50,8654,5113,14,1155,15728,37844
2021-01-30 23:00:00,6055,50,6199,5113,11,1314,18623,37631
2021-01-30 22:00:00,5959,50,5638,5113,10,1461,19232,37465
2021-01-30 21:00:00,5766,50,5533,5113,12,1572,19479,37523
2021-01-30 20:00:00,5442,50,5579,5117,13,1893,19852,37874
2021-01-30 19:00:00,5258,57,5355,5117,19,2262,20666,38471
2021-01-30 18:00:00,5465,95,5371,5118,32,2263,20694,38868
2021-01-30 17:00:00,5534,109,5301,5119,21,2010,21076,38973
2021-01-30 16:00:00,5616,74,5090,5119,20,1835,21008,38513
2021-01-30 15:00:00,5106,74,4961,5119,19,1102,21315,37402
2021-01-30 14:00:00,5066,74,4663,5120,8,9,21568,36093
2021-01-30 13:00:00,4995,74,4427,5120,8,0,20537,34777
2021-01-30 12:00:00,5126,50,4250,5120,12,0,19450,33642
2021-01-30 11:00:00,5014,50,4046,5120,8,0,19263,33145
2021-01-30 10:00:00,4853,50,3998,5120,11,0,19345,33037
2021-01-30 09:00:00,5122,50,3976,5120,6,0,19315,33314
2021-01-30 08:00:00,5172,52,4281,5120,9,0,19511,33874
2021-01-30 07:00:00,5436,74,4503,5120,10,0,19941,34862
2021-01-30 06:00:00,5791,49,4754,5120,9,0,20588,36265
2021-01-30 05:00:00,6720,49,5595,5120,18,0,20311,37741
2021-01-30 04:00:00,7201,49,7239,5120,12,0,19512,39108
2021-01-30 03:00:00,8585,49,7647,5119,19,0,18633,39964
2021-01-30 02:00:00,9284,49,9423,5120,28,0,16680,40535
2021-01-30 01:00:00,9627,49,10955,5120,32,3,14935,40678
2021-01-30 00:00:00,8322,49,10296,5119,16,305,15151,39255
2021-01-29 23:00:00,7366,49,9454,5119,10,1016,15627,38604
2021-01-29 22:00:00,6806,49,9208,5119,17,1779,15836,38739
2021-01-29 21:00:00,6662,49,9004,5119,20,2656,15777,39284
2021-01-29 20:00:00,6917,49,9323,5120,18,3095,15547,40062
2021-01-29 19:00:00,7231,57,10293,5118,16,3215,15204,41034
2021-01-29 18:00:00,6947,88,11415,5119,21,3116,16064,42692
2021-01-29 17:00:00,7973,103,12666,5119,24,2797,15913,44506
2021-01-29 16:00:00,9650,68,13959,5119,21,2468,15191,46383
2021-01-29 15:00:00,9769,68,15420,5119,26,872,17120,48097
2021-01-29 14:00:00,10007,68,16072,5119,15,29,17821,48827
2021-01-29 13:00:00,8768,67,15270,5119,18,0,18063,47051
2021-01-29 12:00:00,7561,43,12914,5119,18,0,17967,43433
2021-01-29 11:00:00,6850,43,10951,5118,18,0,18052,40989
2021-01-29 10:00:00,6626,43,9899,5118,19,0,18065,39725
2021-01-29 09:00:00,6667,43,10006,5118,24,0,17447,39266
2021-01-29 08:00:00,7012,44,10025,5118,22,0,17014,39267
2021-01-29 07:00:00,7185,68,10742,5118,23,0,16485,39704
2021-01-29 06:00:00,7270,44,11993,5118,21,0,16072,40726
2021-01-29 05:00:00,8569,61,12747,5118,18,0,15732,42447
2021-01-29 04:00:00,9650,88,14575,5117,21,0,14807,44251
2021-01-29 03:00:00,9708,114,16034,5117,17,0,14043,45032
2021-01-29 02:00:00,9857,86,17343,5117,20,0,12810,45237
2021-01-29 01:00:00,9738,43,18383,5116,35,4,11123,44586
2021-01-29 00:00:00,9171,43,16833,5115,19,296,10185,41803
2021-01-28 23:00:00,8120,43,15778,5115,21,1698,9939,40735
2021-01-28 22:00:00,7687,43,15422,5115,20,2749,9576,40639
2021-01-28 21:00:00,8114,43,15611,5116,31,3739,8397,41078
2021-01-28 20:00:00,8908,43,17213,5117,23,3781,6937,42049
2021-01-28 19:00:00,9538,43,18353,5117,18,3554,6745,43393
2021-01-28 18:00:00,9865,88,20125,5117,24,3559,6747,45369
2021-01-28 17:00:00,9765,103,22722,5117,18,2715,7142,47362
2021-01-28 16:00:00,9979,68,24291,5118,16,1624,8427,49434
2021-01-28 15:00:00,10025,68,24659,5117,33,705,10673,51228
2021-01-28 14:00:00,10050,68,24356,5117,18,27,12023,51607
2021-01-28 13:00:00,9236,68,22570,5117,17,0,12248,49215
2021-01-28 12:00:00,7767,44,20063,5115,15,0,12010,44932
2021-01-28 11:00:00,6821,43,18034,5115,18,0,12040,41978
2021-01-28 10:00:00,5962,43,17097,5115,15,0,12446,40422
2021-01-28 09:00:00,5769,43,16607,5115,16,0,12420,39723
2021-01-28 08:00:00,6003,45,16525,5114,15,0,11902,39367
2021-01-28 07:00:00,6359,66,16978,5114,16,0,11112,39421
2021-01-28 06:00:00,7146,47,17649,5115,15,0,10346,40194
2021-01-28 05:00:00,8336,47,18679,5125,19,0,9460,41663
2021-01-28 04:00:00,9135,47,19742,5125,21,0,9185,43205
2021-01-28 03:00:00,9492,47,20766,5125,17,0,8557,43993
2021-01-28 02:00:00,9878,47,22286,5124,19,0,6680,44105
2021-01-28 01:00:00,9771,47,23822,5123,36,16,4606,43607
2021-01-28 00:00:00,8447,47,21304,5124,30,1387,4454,40965
2021-01-27 23:00:00,6958,47,18545,5106,17,4074,4923,39749
2021-01-27 22:00:00,6442,47,17544,5100,17,4722,5618,39511
2021-01-27 21:00:00,6134,48,17015,5102,17,4633,6828,39775
2021-01-27 20:00:00,5985,47,16372,5121,17,4515,8387,40396
2021-01-27 19:00:00,5538,47,15069,5127,15,4440,10867,41080
2021-01-27 18:00:00,4978,83,14064,5128,25,4414,13226,41918
2021-01-27 17:00:00,4936,107,14011,5124,22,4358,14179,42738
2021-01-27 16:00:00,5983,72,14590,5122,15,3974,13744,43501
2021-01-27 15:00:00,7399,72,15048,5122,24,1425,14927,43986
2021-01-27 14:00:00,7213,73,15251,5122,17,20,16361,43859
2021-01-27 13:00:00,5911,71,14527,5122,18,0,16066,41428
2021-01-27 12:00:00,5233,47,11955,5121,15,0,15580,37629
2021-01-27 11:00:00,5430,47,10131,5122,19,0,14643,35176
2021-01-27 10:00:00,6715,47,10871,5123,12,0,11591,34279
2021-01-27 09:00:00,7892,47,12993,5123,12,0,8095,34146
2021-01-27 08:00:00,8246,48,14181,5123,17,0,6692,34464
2021-01-27 07:00:00,8730,72,14754,5122,16,0,6104,35244
2021-01-27 06:00:00,8862,47,16401,5122,30,6,5647,36605
2021-01-27 05:00:00,8909,65,18270,5123,17,0,5877,38499
2021-01-27 04:00:00,8897,93,19165,5123,16,0,7078,40395
2021-01-27 03:00:00,8923,142,18674,5122,19,0,8802,41598
2021-01-27 02:00:00,8361,117,18093,5123,27,0,10794,42221
2021-01-27 01:00:00,8779,72,18845,5124,36,11,9456,42165
2021-01-27 00:00:00,8402,72,18196,5124,15,1156,7235,40321
2021-01-26 23:00:00,8562,72,18304,5124,16,3371,4242,39736
2021-01-26 22:00:00,8928,71,18900,5124,19,4036,2487,39609
2021-01-26 21:00:00,8897,47,19280,5124,20,4124,2277,39737
2021-01-26 20:00:00,8810,47,19521,5124,17,4037,2615,40022
2021-01-26 19:00:00,8854,47,19409,5124,28,4096,3120,40490
2021-01-26 18:00:00,9089,91,18811,5101,18,4226,3907,40944
2021-01-26 17:00:00,8655,83,18688,5101,20,4283,5025,41545
2021-01-26 16:00:00,8837,48,19154,5101,21,3662,5888,42402
2021-01-26 15:00:00,9185,48,19934,5101,28,1281,7815,43194
2021-01-26 14:00:00,9097,49,19322,5119,19,15,9595,43099
2021-01-26 13:00:00,8203,49,18066,5125,19,0,9279,40763
2021-01-26 12:00:00,7716,49,15613,5124,18,0,8414,36909
2021-01-26 11:00:00,7335,48,13122,5125,19,0,8872,34521
2021-01-26 10:00:00,6442,48,11731,5125,16,0,10008,33372
2021-01-26 09:00:00,6743,48,11563,5124,16,0,9639,33135
2021-01-26 08:00:00,7771,48,12037,5125,18,0,8364,33363
2021-01-26 07:00:00,8623,48,12300,5125,22,0,7877,33998
2021-01-26 06:00:00,9201,48,12347,5125,22,0,8453,35234
2021-01-26 05:00:00,9184,48,12522,5124,18,0,10360,37217
2021-01-26 04:00:00,9134,68,13025,5124,19,0,11918,39248
2021-01-26 03:00:00,9074,102,13603,5124,19,0,12671,40597
2021-01-26 02:00:00,9176,87,13684,5123,28,0,13273,41494
2021-01-26 01:00:00,8948,73,14024,5123,36,15,13591,41827
2021-01-26 00:00:00,6817,74,11615,5124,35,858,15991,40509
2021-01-25 23:00:00,6653,73,9699,5123,20,1450,17313,40254
2021-01-25 22:00:00,7012,71,9740,5123,24,1770,16460,40136
2021-01-25 21:00:00,7155,49,10004,5103,26,1860,16443,40560
2021-01-25 20:00:00,7321,49,9921,5102,22,2304,16384,40945
2021-01-25 19:00:00,7524,48,9573,5101,22,2246,16847,41091
2021-01-25 18:00:00,7247,91,9307,5100,24,2502,17088,41007
2021-01-25 17:00:00,7166,83,9204,5098,25,3106,16359,40649
2021-01-25 16:00:00,7313,50,8965,5108,26,3074,15873,40103
2021-01-25 15:00:00,8092,50,8577,5126,31,1243,16782,39608
2021-01-25 14:00:00,7866,50,8390,5127,16,10,17744,38985
2021-01-25 13:00:00,6705,49,7719,5127,16,0,17616,37005
2021-01-25 12:00:00,5875,50,6228,5127,17,0,17066,34062
2021-01-25 11:00:00,5989,49,5410,5126,16,0,15951,32345
2021-01-25 10:00:00,6145,49,5320,5127,14,0,15276,31698
2021-01-25 09:00:00,6580,49,5416,5127,17,0,14738,31781
2021-01-25 08:00:00,5982,49,5249,5127,21,0,16040,32355
2021-01-25 07:00:00,6852,49,5618,5128,14,0,15774,33421
2021-01-25 06:00:00,9656,49,6730,5127,15,0,13740,35087
2021-01-25 05:00:00,10584,49,8430,5126,21,0,13152,37114
2021-01-25 04:00:00,10097,52,10380,5126,25,0,13578,39064
2021-01-25 03:00:00,9613,91,10627,5126,29,0,15040,40260
2021-01-25 02:00:00,9325,100,11654,5127,33,0,15024,41059
2021-01-25 01:00:00,9460,72,12593,5126,22,2,13898,41139
2021-01-25 00:00:00,9516,72,12701,5126,22,315,12185,39927
2021-01-24 23:00:00,8402,73,12198,5126,25,1511,11933,39203
2021-01-24 22:00:00,8251,73,11993,5126,23,2368,11304,39135
2021-01-24 21:00:00,8594,48,12248,5126,23,2590,10541,39169
2021-01-24 20:00:00,8883,48,12432,5126,22,2314,10360,39183
2021-01-24 19:00:00,8776,48,12272,5125,23,2563,10252,39057
2021-01-24 18:00:00,9300,56,12123,5126,23,2422,9496,38544
2021-01-24 17:00:00,10410,80,12476,5126,23,1668,7997,37778
2021-01-24 16:00:00,10736,48,12756,5127,25,903,7316,36847
2021-01-24 15:00:00,10790,48,11590,5127,28,230,7649,35410
2021-01-24 14:00:00,10088,48,10528,5127,23,1,8453,34114
2021-01-24 13:00:00,8873,48,9544,5127,21,0,9613,33025
2021-01-24 12:00:00,8522,48,8528,5126,21,0,10150,32283
2021-01-24 11:00:00,8748,48,7587,5126,19,0,10509,31988
2021-01-24 10:00:00,8073,48,7148,5125,21,0,11383,31989
2021-01-24 09:00:00,8191,48,6884,5125,17,0,12044,32351
2021-01-24 08:00:00,8242,48,6840,5126,20,0,12774,33123
2021-01-24 07:00:00,8186,48,6903,5125,23,0,13843,34203
2021-01-24 06:00:00,8993,47,6847,5125,21,0,14303,35524
2021-01-24 05:00:00,9855,47,7776,5124,24,0,13985,37023
2021-01-24 04:00:00,10149,50,9260,5124,22,0,13701,38375
2021-01-24 03:00:00,10534,91,10895,5124,18,0,12568,39336
2021-01-24 02:00:00,11220,100,12489,5124,23,0,10871,39999
2021-01-24 01:00:00,11322,71,14288,5124,33,5,9279,40420
2021-01-24 00:00:00,11093,71,14666,5123,24,558,7780,39577
2021-01-23 23:00:00,10559,71,13665,5123,26,2023,7316,38782
2021-01-23 22:00:00,10178,68,13320,5122,28,2612,7314,38639
2021-01-23 21:00:00,10112,46,13435,5123,21,2742,7357,38833
2021-01-23 20:00:00,10678,47,13676,5123,22,2800,6995,39336
2021-01-23 19:00:00,11003,47,14439,5124,21,2762,6570,39863
2021-01-23 18:00:00,10803,87,15686,5124,23,2209,6264,40111
2021-01-23 17:00:00,11000,79,16594,5124,22,1379,5829,40023
2021-01-23 16:00:00,11079,47,16875,5124,23,683,5558,39305
2021-01-23 15:00:00,10611,46,17089,5123,26,164,4997,38053
2021-01-23 14:00:00,9789,47,16649,5123,20,1,4921,36516
2021-01-23 13:00:00,9361,47,16040,5122,18,0,4780,35122
2021-01-23 12:00:00,9130,46,15365,5121,18,0,4241,33918
2021-01-23 11:00:00,9138,47,14988,5121,17,0,3818,33129
2021-01-23 10:00:00,9054,46,14916,5121,17,0,3754,32910
2021-01-23 09:00:00,9056,46,15138,5121,17,0,3705,33084
2021-01-23 08:00:00,9396,47,15409,5122,18,0,3649,33644
2021-01-23 07:00:00,9973,47,15744,5124,18,0,3653,34621
2021-01-23 06:00:00,11165,47,15768,5125,17,0,3901,36026
2021-01-23 05:00:00,11256,65,17026,5125,19,0,4183,37676
2021-01-23 04:00:00,10693,94,19126,5125,18,0,4076,39181
2021-01-23 03:00:00,11054,99,19776,5125,16,0,4142,40254
2021-01-23 02:00:00,11253,114,21099,5128,18,0,3632,41246
2021-01-23 01:00:00,10980,71,23011,5130,44,8,2554,41882
2021-01-23 00:00:00,10985,72,22041,5129,32,1042,1562,41143
2021-01-22 23:00:00,10760,71,20462,5128,23,3135,1096,40737
2021-01-22 22:00:00,10560,71,20414,5129,17,3539,985,40505
2021-01-22 21:00:00,10457,47,20462,5129,9,3505,969,40444
2021-01-22 20:00:00,10381,46,20799,5130,12,3311,1016,40597
2021-01-22 19:00:00,10277,46,20563,5131,12,3253,1401,40680
2021-01-22 18:00:00,10116,86,20068,5132,10,3305,2074,40790
2021-01-22 17:00:00,9594,79,19770,5132,15,3398,2790,40778
2021-01-22 16:00:00,9236,46,19342,5133,14,3037,4010,40767
2021-01-22 15:00:00,9513,46,18949,5133,17,1015,5780,40472
2021-01-22 14:00:00,9514,46,18976,5133,18,4,6365,40122
2021-01-22 13:00:00,8679,46,18196,5132,18,0,6132,38290
2021-01-22 12:00:00,8285,46,15576,5133,17,0,6221,35311
2021-01-22 11:00:00,8159,46,13895,5133,17,0,5934,33448
2021-01-22 10:00:00,7700,46,13536,5132,15,0,6092,32786
2021-01-22 09:00:00,7375,46,13386,5132,15,0,6674,32756
2021-01-22 08:00:00,6873,46,13144,5132,15,0,7951,33162
2021-01-22 07:00:00,6922,46,13286,5133,18,0,8670,34073
2021-01-22 06:00:00,8146,46,14587,5133,20,0,7563,35467
2021-01-22 05:00:00,10021,46,15792,5132,16,0,6478,37430
2021-01-22 04:00:00,10650,47,17860,5133,18,0,5659,39379
2021-01-22 03:00:00,10722,71,19079,5133,18,0,5688,40753
2021-01-22 02:00:00,10131,71,21258,5132,21,0,4684,41655
2021-01-22 01:00:00,10474,73,21882,5133,48,1,3999,42206
2021-01-22 00:00:00,10533,72,21367,5132,37,297,3565,41162
2021-01-21 23:00:00,10268,90,19538,5133,20,1813,3696,40396
2021-01-21 22:00:00,10120,98,19381,5132,19,2328,3109,40173
2021-01-21 21:00:00,10491,46,20569,5133,18,1722,2414,40403
2021-01-21 20:00:00,10568,47,21015,5133,17,1352,2695,40876
2021-01-21 19:00:00,10577,46,20629,5130,25,1215,3355,41132
2021-01-21 18:00:00,10823,87,20039,5133,19,938,4413,41620
2021-01-21 17:00:00,10812,80,19361,5133,25,600,5600,41710
2021-01-21 16:00:00,10773,47,18313,5134,25,332,7471,41960
2021-01-21 15:00:00,10426,47,17936,5134,23,84,8590,42010
2021-01-21 14:00:00,9713,47,16761,5135,21,2,10445,41810
2021-01-21 13:00:00,8492,47,14766,5135,19,1,12057,40188
2021-01-21 12:00:00,7427,47,11914,5135,20,1,13021,37245
2021-01-21 11:00:00,7262,47,9480,5135,16,1,13694,35437
2021-01-21 10:00:00,7232,47,9002,5135,17,2,13571,34821
2021-01-21 09:00:00,7227,47,9102,5135,17,1,13537,34884
2021-01-21 08:00:00,7417,47,9200,5135,19,1,13630,35297
2021-01-21 07:00:00,8222,47,9570,5134,19,1,13404,36219
2021-01-21 06:00:00,8848,47,10795,5134,16,1,13002,37744
2021-01-21 05:00:00,9838,47,12402,5134,22,1,12669,40011
2021-01-21 04:00:00,9862,48,14970,5134,19,1,12296,42282
2021-01-21 03:00:00,10240,72,16449,5134,23,1,11956,43890
2021-01-21 02:00:00,10501,72,18675,5133,28,1,10201,44839
2021-01-21 01:00:00,10314,76,22287,5133,42,3,7107,45340
2021-01-21 00:00:00,10657,73,22385,5133,41,215,5522,44291
2021-01-20 23:00:00,10749,73,21308,5133,36,611,5269,43221
2021-01-20 22:00:00,10805,73,20116,5134,30,897,5660,42693
2021-01-20 21:00:00,10792,48,19420,5135,28,1448,5860,42742
2021-01-20 20:00:00,10803,48,19474,5141,25,1664,5912,43079
2021-01-20 19:00:00,10861,47,20275,5143,24,1469,5735,43645
2021-01-20 18:00:00,10825,56,21066,5141,26,1175,5252,43805
2021-01-20 17:00:00,10722,82,22315,5137,32,585,4582,43805
2021-01-20 16:00:00,10537,83,23315,5136,36,333,3887,43633
2021-01-20 15:00:00,10812,48,22910,5136,31,111,4065,43254
2021-01-20 14:00:00,10753,48,22409,5136,41,1,3983,42560
2021-01-20 13:00:00,10304,48,21537,5136,28,0,3529,40590
2021-01-20 12:00:00,10108,48,18614,5135,25,0,3426,37360
2021-01-20 11:00:00,9871,48,17023,5135,24,0,2951,35233
2021-01-20 10:00:00,9689,48,16344,5137,24,0,2891,34368
2021-01-20 09:00:00,9778,47,15462,5137,24,0,3326,34187
2021-01-20 08:00:00,10163,48,15440,5136,29,0,3330,34506
2021-01-20 07:00:00,10202,48,15854,5136,35,0,3888,35154
2021-01-20 06:00:00,10584,48,15308,5136,28,0,5479,36571
2021-01-20 05:00:00,10711,48,15664,5137,31,0,6805,38552
2021-01-20 04:00:00,10975,68,16302,5136,31,0,8112,40712
2021-01-20 03:00:00,10936,96,16043,5136,41,0,9994,42176
2021-01-20 02:00:00,10763,118,15548,5136,49,0,11776,43246
2021-01-20 01:00:00,10002,62,14976,5136,47,0,13833,43860
2021-01-20 00:00:00,8656,48,12718,5136,41,75,16150,42835
2021-01-19 23:00:00,7978,48,10374,5136,32,358,17995,41932
2021-01-19 22:00:00,7716,50,8565,5048,36,852,19344,41621
2021-01-19 21:00:00,8001,47,8077,5084,31,812,19569,41630
2021-01-19 20:00:00,7741,47,7734,4899,32,1181,19900,41544
2021-01-19 19:00:00,7901,47,7320,5137,26,1066,20251,41760
2021-01-19 18:00:00,8119,56,7320,5138,28,1023,20016,41710
2021-01-19 17:00:00,8305,105,7209,5138,32,929,19655,41383
2021-01-19 16:00:00,8976,73,7300,5138,33,796,18376,40702
2021-01-19 15:00:00,9439,73,7724,5138,31,228,17418,40062
2021-01-19 14:00:00,8530,74,7537,5139,33,3,18239,39566
2021-01-19 13:00:00,6342,70,7259,5140,31,0,18756,37604
2021-01-19 12:00:00,4464,47,6041,5139,29,0,18873,34495
2021-01-19 11:00:00,4064,47,5279,5138,31,0,18033,32493
