datetime,coal_mwh,hydro_mwh,natural_gas_mwh,nuclear_mwh,other_sources_mwh,solar_mwh,wind_mwh,demand_mwh
2021-10-14 05:00:00,8175,24,22878,2518,96,0,9610,43472
2021-10-14 04:00:00,8663,54,25436,2518,144,0,9442,46430
2021-10-14 03:00:00,8693,55,28195,2517,88,0,9840,49494
2021-10-14 02:00:00,9244,36,29726,2517,110,0,10579,52095
2021-10-14 01:00:00,9060,27,31002,2516,132,24,11222,53958
2021-10-14 00:00:00,8489,57,30655,2516,201,1337,11652,54911
2021-10-13 23:00:00,9093,31,31849,2515,133,2341,10534,56608
2021-10-13 22:00:00,9837,32,33129,2516,178,1668,10086,57693
2021-10-13 21:00:00,9832,32,33389,2516,191,2239,9603,58076
2021-10-13 20:00:00,9617,41,32881,2516,159,2481,10161,58118
2021-10-13 19:00:00,9601,40,31484,2516,130,3047,10023,57080
2021-10-13 18:00:00,9647,32,29915,2517,110,3108,9947,55225
2021-10-13 17:00:00,9298,33,28082,2517,105,2752,10116,53108
2021-10-13 16:00:00,9233,48,26853,2517,99,2261,10074,51135
2021-10-13 15:00:00,8682,31,25070,2517,109,1660,10966,48931
2021-10-13 14:00:00,8383,35,23134,2517,109,503,12637,47166
2021-10-13 13:00:00,8069,26,21534,2517,93,9,14463,46661
2021-10-13 12:00:00,7352,25,18525,2517,134,0,17303,45664
2021-10-13 11:00:00,7019,25,13443,2517,118,0,20376,43466
2021-10-13 10:00:00,6980,24,11592,2517,85,0,21192,42346
2021-10-13 09:00:00,6997,24,10665,2517,83,0,22050,42292
2021-10-13 08:00:00,7309,25,10977,2517,93,0,21967,42845
2021-10-13 07:00:00,7565,49,11690,2517,92,0,22051,43993
2021-10-13 06:00:00,7995,22,12772,2516,108,0,22432,45716
2021-10-13 05:00:00,8222,6,14777,2517,158,0,22612,48117
2021-10-13 04:00:00,8955,6,16562,2516,155,0,23033,51141
2021-10-13 03:00:00,9530,6,18661,2515,149,0,23338,54001
2021-10-13 02:00:00,9451,6,20956,2515,148,0,23044,55780
2021-10-13 01:00:00,9427,9,21881,2515,138,14,23028,56825
2021-10-13 00:00:00,9293,30,22090,2515,142,417,22682,57034
2021-10-12 23:00:00,9062,42,23411,2515,140,1024,22133,58251
2021-10-12 22:00:00,9000,37,23823,2515,155,1339,21834,58749
2021-10-12 21:00:00,8632,32,23403,2515,194,1523,21628,58051
2021-10-12 20:00:00,7954,36,23431,2515,211,1789,20760,56692
2021-10-12 19:00:00,7550,43,22283,2515,150,2205,20333,55072
2021-10-12 18:00:00,7554,31,20147,2516,156,2285,20194,52877
2021-10-12 17:00:00,7826,48,18384,2516,164,2078,19935,50946
2021-10-12 16:00:00,7902,30,16992,2516,181,1864,19399,48810
2021-10-12 15:00:00,8693,72,14485,2834,136,1796,18952,47017
2021-10-12 14:00:00,8833,107,12886,2516,95,583,19662,44845
2021-10-12 13:00:00,8550,7,12217,2516,104,11,20562,43943
2021-10-12 12:00:00,7887,6,11109,2516,119,0,20880,42465
2021-10-12 11:00:00,7017,6,9290,2516,104,0,20844,39683
2021-10-12 10:00:00,6539,6,8034,2516,104,0,20679,37794
2021-10-12 09:00:00,6393,6,7829,2516,91,0,20560,37242
2021-10-12 08:00:00,6684,5,7839,2516,94,0,20605,37508
2021-10-12 07:00:00,7070,30,8245,2516,84,0,20507,38402
2021-10-12 06:00:00,7194,6,9686,2516,161,0,20401,39837
2021-10-12 05:00:00,7529,6,12209,2516,132,0,19995,42219
2021-10-12 04:00:00,7611,6,15762,2515,114,0,19798,45390
2021-10-12 03:00:00,7607,6,19183,2515,124,0,19461,48642
2021-10-12 02:00:00,7636,6,23470,2515,141,0,17272,50918
2021-10-12 01:00:00,8649,7,27612,2513,157,35,13421,52387
2021-10-12 00:00:00,8366,32,29122,2514,211,2212,11498,53864
2021-10-11 23:00:00,8968,32,28686,2514,164,5556,9895,55909
2021-10-11 22:00:00,9151,32,29757,2514,187,6327,8302,56087
2021-10-11 21:00:00,9175,33,29344,2515,185,6392,6945,54598
2021-10-11 20:00:00,9134,33,28935,2515,173,6403,5217,52395
2021-10-11 19:00:00,8997,33,28283,2514,170,6461,3415,49915
2021-10-11 18:00:00,9118,33,27619,2515,164,6458,2080,47595
2021-10-11 17:00:00,8919,33,26864,2514,151,6567,1326,45961
2021-10-11 16:00:00,8723,33,26038,2514,160,6541,813,44262
2021-10-11 15:00:00,7819,41,24928,2514,162,5727,1351,42353
2021-10-11 14:00:00,8623,66,24251,2508,159,1919,3228,40696
2021-10-11 13:00:00,8749,42,23908,2507,128,17,4962,39989
2021-10-11 12:00:00,7669,6,22293,2507,107,0,6620,39129
2021-10-11 11:00:00,7454,6,18726,2507,116,0,8854,37846
2021-10-11 10:00:00,8026,6,15635,2507,84,0,10946,37587
2021-10-11 09:00:00,7510,6,15029,2507,94,0,12747,38053
2021-10-11 08:00:00,7004,6,13630,2506,115,0,15676,38912
2021-10-11 07:00:00,7031,31,13309,2506,122,0,17952,40715
2021-10-11 06:00:00,7340,7,13756,2505,135,0,19974,43509
2021-10-11 05:00:00,7477,6,16041,2505,100,0,21273,46893
2021-10-11 04:00:00,7518,6,18431,2504,113,0,22208,50325
2021-10-11 03:00:00,8188,6,21613,2504,108,0,22554,54648
2021-10-11 02:00:00,8960,6,23444,2504,112,0,22674,57299
2021-10-11 01:00:00,8884,4,24429,2503,81,32,22838,58509
2021-10-11 00:00:00,8869,4,24960,2503,98,714,22428,59149
2021-10-10 23:00:00,9068,4,25677,2503,106,2099,21423,60506
2021-10-10 22:00:00,9003,4,25593,2502,93,3116,20578,60608
2021-10-10 21:00:00,8306,4,25453,2502,103,3680,20080,59755
2021-10-10 20:00:00,7308,4,24698,2502,114,4436,19441,58032
2021-10-10 19:00:00,7089,9,22779,2502,88,4990,18601,55616
2021-10-10 18:00:00,7080,29,20273,2502,88,4613,18730,53006
2021-10-10 17:00:00,7063,29,17605,2502,96,4092,19174,50360
2021-10-10 16:00:00,7043,37,14707,2502,130,3397,19640,47355
2021-10-10 15:00:00,6967,71,12400,2502,101,3110,19271,44366
2021-10-10 14:00:00,6922,67,9935,2502,111,1182,20563,41235
2021-10-10 13:00:00,6895,39,8671,2502,95,9,21386,39417
2021-10-10 12:00:00,6373,4,8393,2502,93,0,21206,38567
2021-10-10 11:00:00,6125,5,8022,2502,99,0,21136,37823
2021-10-10 10:00:00,6198,5,7599,2502,104,0,21268,37635
2021-10-10 09:00:00,6492,5,7542,2502,108,0,21498,38058
2021-10-10 08:00:00,6869,7,7805,2502,99,0,21731,38884
2021-10-10 07:00:00,7130,30,8979,2502,98,0,21650,40176
2021-10-10 06:00:00,7539,6,10389,2493,123,0,21773,42112
2021-10-10 05:00:00,7988,6,12189,2493,102,0,21980,44552
2021-10-10 04:00:00,7502,6,14907,2493,121,0,22109,47042
2021-10-10 03:00:00,7481,6,17487,2493,152,0,22085,49570
2021-10-10 02:00:00,7482,6,20177,2493,160,0,21773,52027
2021-10-10 01:00:00,7632,6,23880,2487,147,47,20046,54147
2021-10-10 00:00:00,7655,6,24888,2474,185,2038,19253,56598
2021-10-09 23:00:00,8585,6,25412,2474,157,4328,18215,59095
2021-10-09 22:00:00,9018,6,26020,2475,154,5157,16921,59761
2021-10-09 21:00:00,8768,6,26187,2475,143,5147,16079,58915
2021-10-09 20:00:00,7842,6,25901,2476,144,5077,15362,56896
2021-10-09 19:00:00,7225,7,24533,2476,137,5533,14467,54389
2021-10-09 18:00:00,7242,31,21955,2476,144,6021,13717,51490
2021-10-09 17:00:00,7238,31,19001,2475,146,5697,13984,48487
2021-10-09 16:00:00,7272,39,16186,2477,120,4625,14763,45452
2021-10-09 15:00:00,7221,73,13556,2482,103,3454,15345,42232
2021-10-09 14:00:00,7024,90,10998,2482,124,1037,17631,39341
2021-10-09 13:00:00,6980,68,9653,2482,109,24,18552,37772
2021-10-09 12:00:00,6697,7,9255,2482,112,0,18576,37175
2021-10-09 11:00:00,6549,7,8656,2481,107,0,18804,36653
2021-10-09 10:00:00,6536,7,8234,2481,119,0,19186,36612
2021-10-09 09:00:00,6652,7,8488,2476,101,0,19492,37249
2021-10-09 08:00:00,6806,8,9041,2473,99,0,19893,38353
2021-10-09 07:00:00,6792,32,10235,2466,95,0,20212,39930
2021-10-09 06:00:00,7138,7,11842,2466,112,0,20581,42125
2021-10-09 05:00:00,7409,7,14368,2492,117,0,20600,44917
2021-10-09 04:00:00,7324,7,17095,2582,114,0,20813,47854
2021-10-09 03:00:00,7311,7,19475,2939,144,0,20852,50638
2021-10-09 02:00:00,7378,7,22464,3535,145,0,19753,53183
2021-10-09 01:00:00,8177,7,26857,3774,176,63,16391,55436
2021-10-09 00:00:00,8907,7,28384,3773,204,2002,14820,58132
2021-10-08 23:00:00,9363,8,29303,3774,212,4218,14409,61288
2021-10-08 22:00:00,9448,8,30298,3780,173,5240,13384,62354
2021-10-08 21:00:00,9453,9,29829,3784,188,5783,12490,61615
2021-10-08 20:00:00,9370,9,29221,3788,195,5123,12187,59635
2021-10-08 19:00:00,8609,15,27038,3794,221,5777,11722,56900
2021-10-08 18:00:00,7941,31,24808,3794,162,5930,11489,53742
2021-10-08 17:00:00,7718,32,21773,3795,140,5338,12326,50727
2021-10-08 16:00:00,7451,40,18345,3795,152,4501,13523,47510
2021-10-08 15:00:00,7366,74,15587,3795,134,4240,13398,44465
2021-10-08 14:00:00,7397,70,13103,3795,103,1751,15737,41950
2021-10-08 13:00:00,7463,40,12251,3794,103,35,17059,40742
2021-10-08 12:00:00,7330,6,11076,3794,108,0,17525,39744
2021-10-08 11:00:00,6956,6,9195,3794,96,0,17620,37715
2021-10-08 10:00:00,6792,5,8215,3793,87,0,17768,36710
2021-10-08 09:00:00,6702,7,7997,3792,95,0,18176,36780
2021-10-08 08:00:00,6751,7,8313,3792,94,0,18746,37653
2021-10-08 07:00:00,7281,31,8829,3791,93,0,19077,39009
2021-10-08 06:00:00,7745,7,10664,3791,98,0,18884,41049
2021-10-08 05:00:00,8224,7,13132,3789,105,0,18706,43979
2021-10-08 04:00:00,8537,7,16309,3788,113,0,18700,47495
2021-10-08 03:00:00,8577,7,20002,3787,117,0,18309,50934
2021-10-08 02:00:00,9168,7,23639,3785,172,0,16945,53745
2021-10-08 01:00:00,10064,7,27932,3786,149,36,13608,55798
2021-10-08 00:00:00,10135,7,29508,3786,200,2230,11659,57882
2021-10-07 23:00:00,10268,7,30153,3788,165,5151,10321,60546
2021-10-07 22:00:00,10162,8,31753,3791,197,5877,8437,61081
2021-10-07 21:00:00,9982,8,31391,3793,193,6257,7393,59843
2021-10-07 20:00:00,9922,6,29762,3794,160,6532,6654,57620
2021-10-07 19:00:00,9981,12,27703,3795,156,6605,5993,54733
2021-10-07 18:00:00,9496,33,24941,3796,148,6708,6022,51397
2021-10-07 17:00:00,9114,50,21546,3797,140,6837,6726,48211
2021-10-07 16:00:00,9011,67,18279,3799,115,6791,7065,45118
2021-10-07 15:00:00,8792,116,15596,3809,116,5787,7995,42212
2021-10-07 14:00:00,8463,74,13916,3812,98,2024,11723,40112
2021-10-07 13:00:00,8401,42,14018,3812,95,35,12979,39265
2021-10-07 12:00:00,7759,7,12862,3812,105,0,13638,38152
2021-10-07 11:00:00,7330,6,10411,3811,95,0,14046,35683
2021-10-07 10:00:00,7140,4,8929,3811,84,80,14534,34549
2021-10-07 09:00:00,7025,4,8131,3811,83,135,15459,34608
2021-10-07 08:00:00,7064,7,8294,3814,87,135,16045,35338
2021-10-07 07:00:00,7287,30,8969,3814,93,135,16381,36643
2021-10-07 06:00:00,7717,7,9757,3809,98,135,16873,38588
2021-10-07 05:00:00,8213,7,11621,3809,122,135,17061,41336
2021-10-07 04:00:00,8477,7,15707,3809,134,135,16095,44767
2021-10-07 03:00:00,8640,8,21136,3809,140,135,13891,48107
2021-10-07 02:00:00,9215,8,26405,3809,157,135,10782,50936
2021-10-07 01:00:00,10150,8,31541,3809,148,190,6448,53175
2021-10-07 00:00:00,10416,9,34497,3812,163,1977,3377,55151
2021-10-06 23:00:00,10522,9,34390,3814,168,4996,1979,56782
2021-10-06 22:00:00,10512,9,34168,3815,153,6060,1421,57049
2021-10-06 21:00:00,10502,9,33159,3816,209,6392,1221,56178
2021-10-06 20:00:00,10515,6,32003,3817,165,6561,1436,54650
2021-10-06 19:00:00,10563,8,29181,3817,157,6574,2001,52298
2021-10-06 18:00:00,10230,40,25456,3817,145,6746,2976,49344
2021-10-06 17:00:00,9162,92,22376,3817,151,6847,4078,46357
2021-10-06 16:00:00,8957,101,20432,3817,142,6795,3613,43535
2021-10-06 15:00:00,8865,116,19569,3816,119,5721,3065,41026
2021-10-06 14:00:00,9044,71,19177,3817,105,1999,5150,39162
2021-10-06 13:00:00,9116,49,19501,3816,99,34,6005,38436
2021-10-06 12:00:00,8642,41,18109,3816,111,0,6709,37372
2021-10-06 11:00:00,8173,6,15120,3815,100,0,7558,34922
2021-10-06 10:00:00,7789,7,13215,3815,92,0,8297,33667
2021-10-06 09:00:00,7578,7,12756,3815,94,0,8902,33608
2021-10-06 08:00:00,7498,8,12585,3815,96,0,9910,34318
2021-10-06 07:00:00,7665,31,12935,3815,108,0,10611,35575
2021-10-06 06:00:00,8152,7,13753,3816,126,0,11179,37438
2021-10-06 05:00:00,8706,7,15591,3815,132,0,11545,40318
2021-10-06 04:00:00,8851,24,19588,3815,140,0,11072,43891
2021-10-06 03:00:00,9146,34,23391,3822,148,0,10472,47295
2021-10-06 02:00:00,9555,10,26970,3823,145,0,9294,50248
2021-10-06 01:00:00,10548,33,30570,3823,152,74,6714,52437
2021-10-06 00:00:00,10812,35,32457,3820,166,2145,4380,54616
2021-10-05 23:00:00,10977,35,33196,3821,153,4951,2854,56804
2021-10-05 22:00:00,10959,34,33223,3822,182,5801,2409,57063
2021-10-05 21:00:00,10935,34,32386,3824,153,6118,2282,56128
2021-10-05 20:00:00,11055,32,30684,3825,168,6306,2093,54380
2021-10-05 19:00:00,11020,8,28088,3826,154,6594,2098,52045
2021-10-05 18:00:00,10425,16,25547,3829,161,6731,2359,49270
2021-10-05 17:00:00,10089,68,23442,3830,180,6854,2178,46533
2021-10-05 16:00:00,9928,120,21553,3831,166,6738,1584,43715
2021-10-05 15:00:00,9900,95,19800,3831,140,5833,1915,41288
2021-10-05 14:00:00,9904,51,20189,3831,117,2013,3556,39530
2021-10-05 13:00:00,9816,43,20266,3831,103,38,4533,38909
2021-10-05 12:00:00,8789,9,18826,3830,108,0,5790,37732
2021-10-05 11:00:00,8084,7,16015,3830,105,0,6886,35297
2021-10-05 10:00:00,8017,7,14124,3830,92,0,7694,34123
2021-10-05 09:00:00,8067,8,13966,3831,96,0,7693,34019
2021-10-05 08:00:00,8145,9,14330,3831,112,0,7942,34728
2021-10-05 07:00:00,7915,12,15399,3835,117,0,8460,36096
2021-10-05 06:00:00,8175,12,16574,3841,138,0,8820,37923
2021-10-05 05:00:00,9341,12,18575,3842,143,0,8415,40787
2021-10-05 04:00:00,9755,13,23087,3842,178,0,6901,44302
2021-10-05 03:00:00,10910,13,27596,3843,164,0,5206,48033
2021-10-05 02:00:00,10992,14,32294,3843,167,0,3510,51193
2021-10-05 01:00:00,10796,23,35491,3844,180,88,2275,53554
2021-10-05 00:00:00,10651,49,36294,3845,213,2206,1731,55686
2021-10-04 23:00:00,11010,50,36038,3846,194,5005,1263,57962
2021-10-04 22:00:00,10843,69,35781,3845,198,5786,1449,58466
2021-10-04 21:00:00,11019,97,34449,3844,185,6143,1585,57816
2021-10-04 20:00:00,10904,69,33619,3844,170,6230,1150,56467
2021-10-04 19:00:00,10893,30,31871,3843,171,6322,911,54486
2021-10-04 18:00:00,10883,12,29734,3843,169,6307,894,51884
2021-10-04 17:00:00,10856,47,26351,3843,139,6743,1170,49129
2021-10-04 16:00:00,10128,47,24401,3842,139,6655,1037,46198
2021-10-04 15:00:00,9163,60,23313,3842,157,5785,1209,43528
2021-10-04 14:00:00,10427,7,23098,3842,147,2117,1936,41594
2021-10-04 13:00:00,10746,7,23597,3842,147,37,2090,40877
2021-10-04 12:00:00,10175,7,22870,3841,145,0,2331,39776
2021-10-04 11:00:00,8871,7,21261,3842,143,0,2749,37304
2021-10-04 10:00:00,8702,25,19913,3842,141,0,2925,36152
2021-10-04 09:00:00,8670,53,19779,3844,143,0,2912,36007
2021-10-04 08:00:00,8675,35,20230,3845,137,0,3036,36595
2021-10-04 07:00:00,9224,7,20931,3845,139,0,2985,37811
2021-10-04 06:00:00,9892,7,22135,3844,145,0,3134,39715
2021-10-04 05:00:00,10480,7,24696,3843,141,0,2921,42509
2021-10-04 04:00:00,10497,8,28453,3843,143,0,2407,45751
2021-10-04 03:00:00,10633,10,31679,3843,148,0,2219,48927
2021-10-04 02:00:00,10851,12,33925,3843,147,0,2233,51458
2021-10-04 01:00:00,10873,55,35363,3843,153,97,2118,52995
2021-10-04 00:00:00,10892,78,34642,3844,170,2274,2382,54549
2021-10-03 23:00:00,10910,77,33549,3845,160,4662,2501,56263
2021-10-03 22:00:00,10936,80,33147,3847,152,5526,2530,56928
2021-10-03 21:00:00,10946,81,33263,3847,140,5706,1983,56690
2021-10-03 20:00:00,10868,80,32294,3847,153,5926,1720,55717
2021-10-03 19:00:00,10977,33,30975,3847,141,5942,1393,54070
2021-10-03 18:00:00,10819,26,28910,3849,149,6112,931,51381
2021-10-03 17:00:00,10392,52,26853,3916,145,6112,744,48170
2021-10-03 16:00:00,10044,68,23993,4113,150,5832,531,44603
2021-10-03 15:00:00,9725,40,21058,4743,151,4657,851,41227
2021-10-03 14:00:00,9462,6,19616,5037,142,1645,1580,38148
2021-10-03 13:00:00,9831,6,19459,5037,142,34,1310,36427
2021-10-03 12:00:00,9924,6,19297,5037,135,0,910,35950
2021-10-03 11:00:00,10088,6,19300,5037,134,0,661,35733
2021-10-03 10:00:00,10142,6,19498,5037,134,0,605,35878
2021-10-03 09:00:00,10180,24,19892,5036,134,0,864,36539
2021-10-03 08:00:00,10201,52,20446,5036,138,0,1227,37487
2021-10-03 07:00:00,10195,53,21726,5035,136,0,1282,38826
2021-10-03 06:00:00,10186,68,23310,5036,158,0,1378,40722
2021-10-03 05:00:00,10234,7,25757,5035,152,0,1611,43212
2021-10-03 04:00:00,10228,6,27940,5033,139,0,1887,45726
2021-10-03 03:00:00,10100,7,30202,5033,136,0,2219,48050
2021-10-03 02:00:00,10183,11,31680,5032,145,0,2506,50022
2021-10-03 01:00:00,10243,56,33033,5032,156,119,2322,51409
2021-10-03 00:00:00,10281,77,32198,5032,179,2554,2098,52817
2021-10-02 23:00:00,10286,76,31246,5032,149,5169,2006,54477
2021-10-02 22:00:00,10239,76,31353,5031,141,5857,1397,54841
2021-10-02 21:00:00,10284,76,30759,5031,157,5912,968,53822
2021-10-02 20:00:00,10195,76,30004,5033,128,5814,723,52458
2021-10-02 19:00:00,10200,8,28903,5037,107,5783,594,50730
2021-10-02 18:00:00,10239,22,27075,5039,91,5718,480,48829
2021-10-02 17:00:00,10215,45,25759,5040,93,4935,527,46902
2021-10-02 16:00:00,10224,30,24653,5042,99,3907,684,44979
2021-10-02 15:00:00,10160,22,22948,5042,94,3090,858,42670
2021-10-02 14:00:00,10157,45,22200,5043,88,1040,1356,40325
2021-10-02 13:00:00,10153,50,21361,5042,93,13,1478,38787
2021-10-02 12:00:00,9959,54,20975,5042,78,0,1470,37964
2021-10-02 11:00:00,9880,54,19724,5042,90,0,1966,37113
2021-10-02 10:00:00,9967,54,19526,5043,76,0,1772,36793
2021-10-02 09:00:00,9830,54,19498,5043,80,0,2194,36894
2021-10-02 08:00:00,9470,54,19527,5043,95,0,3150,37514
2021-10-02 07:00:00,10262,54,19846,5043,79,0,3194,38722
2021-10-02 06:00:00,10771,54,21210,5043,90,0,2964,40384
2021-10-02 05:00:00,11040,40,22887,5043,135,0,3332,42446
2021-10-02 04:00:00,10966,14,25091,5044,135,0,3517,44728
2021-10-02 03:00:00,10954,7,27252,5043,138,0,3397,46599
2021-10-02 02:00:00,10819,9,28080,5043,126,0,4041,48086
2021-10-02 01:00:00,10599,57,28350,5043,157,54,4701,48959
2021-10-02 00:00:00,10477,91,28591,5044,216,990,4178,49600
2021-10-01 23:00:00,10254,114,28921,5044,169,1988,4072,50600
2021-10-01 22:00:00,10248,117,29170,5044,141,2052,3998,50807
2021-10-01 21:00:00,10227,103,28544,5044,161,2146,4168,50390
2021-10-01 20:00:00,10179,27,28345,5044,143,2628,3427,49789
2021-10-01 19:00:00,10209,6,27789,5044,145,3005,2624,48795
2021-10-01 18:00:00,9865,6,26564,5044,138,3447,2651,47648
2021-10-01 17:00:00,9999,25,25296,5043,160,3364,2804,46688
2021-10-01 16:00:00,10959,33,25113,5043,109,2411,1996,45661
2021-10-01 15:00:00,10894,47,24577,5043,104,1611,1998,44272
2021-10-01 14:00:00,10935,31,24556,5042,80,435,2167,43279
2021-10-01 13:00:00,11008,97,24534,5041,82,8,1986,42856
2021-10-01 12:00:00,10617,97,23240,5042,95,0,2534,41646
2021-10-01 11:00:00,9854,95,20797,5042,81,0,3495,39450
2021-10-01 10:00:00,9906,91,19822,5041,92,0,3501,38445
2021-10-01 09:00:00,9980,87,19313,5041,113,0,3817,38433
2021-10-01 08:00:00,9980,62,19267,5041,116,0,4452,39092
2021-10-01 07:00:00,9933,52,19008,5041,120,0,6091,40260
2021-10-01 06:00:00,9749,51,19552,5041,155,0,7519,41972
2021-10-01 05:00:00,10172,14,21396,5039,175,0,7889,44575
2021-10-01 04:00:00,10433,13,23840,5040,163,0,8667,47961
2021-10-01 03:00:00,9935,12,25740,5040,157,0,10452,51183
2021-10-01 02:00:00,10076,15,27182,5040,155,0,11452,53769
2021-10-01 01:00:00,10107,59,27678,5040,163,134,12528,55668
2021-10-01 00:00:00,10407,84,27992,5040,157,864,13126,57674
2021-09-30 23:00:00,11039,85,30737,5039,167,1536,11983,60645
2021-09-30 22:00:00,11067,86,30337,5039,229,2939,12011,61986
2021-09-30 21:00:00,10744,84,28646,5038,217,3811,12773,61375
2021-09-30 20:00:00,10573,41,28431,5039,181,4847,10613,59656
2021-09-30 19:00:00,10338,14,28176,5038,179,5240,8496,57468
2021-09-30 18:00:00,10262,22,27095,5038,161,5387,7245,55354
2021-09-30 17:00:00,10205,74,25252,5038,163,4442,7367,52777
2021-09-30 16:00:00,10750,92,23030,5039,159,3317,7299,49963
2021-09-30 15:00:00,10469,98,20851,5039,142,3007,7575,47381
2021-09-30 14:00:00,9567,48,19660,5040,120,1178,9524,45262
2021-09-30 13:00:00,9589,49,18665,5039,119,24,10451,44338
2021-09-30 12:00:00,9103,14,17261,5040,130,0,11202,43156
2021-09-30 11:00:00,8450,15,14692,5040,126,0,11945,40674
2021-09-30 10:00:00,7838,15,13290,5040,112,0,12780,39481
2021-09-30 09:00:00,7777,15,11926,5039,133,0,14180,39466
2021-09-30 08:00:00,7712,15,11768,5039,122,0,15211,40342
2021-09-30 07:00:00,7818,16,12367,5038,122,0,15664,41594
2021-09-30 06:00:00,8225,16,12914,5039,131,0,16470,43353
2021-09-30 05:00:00,9371,15,15419,5039,154,0,15814,45888
2021-09-30 04:00:00,10057,16,19267,5038,146,0,14788,49409
2021-09-30 03:00:00,10345,16,24151,5038,173,0,13244,52926
2021-09-30 02:00:00,10589,16,28270,5038,176,0,11272,55529
2021-09-30 01:00:00,10944,20,31600,5042,207,153,8646,57364
2021-09-30 00:00:00,10971,82,31755,5044,190,2693,7328,58848
2021-09-29 23:00:00,10811,83,31086,5039,169,5427,7752,61108
2021-09-29 22:00:00,10909,82,30597,5038,228,5924,7836,61057
2021-09-29 21:00:00,10884,81,28379,5038,240,6073,8162,59248
2021-09-29 20:00:00,10859,39,26757,5038,187,6120,8192,57122
2021-09-29 19:00:00,10426,13,24779,5037,187,6322,8000,54738
2021-09-29 18:00:00,9249,12,22762,5037,149,6379,8762,52334
2021-09-29 17:00:00,8958,30,19602,5037,122,6365,9542,49670
2021-09-29 16:00:00,8898,81,16658,5037,158,5929,10384,47148
2021-09-29 15:00:00,8935,55,15206,5040,118,4716,10752,44843
2021-09-29 14:00:00,9157,13,15319,5040,126,1734,11903,43325
2021-09-29 13:00:00,9187,13,15105,5038,110,20,13037,42920
2021-09-29 12:00:00,8764,20,14122,5034,109,0,13378,41865
2021-09-29 11:00:00,8194,72,12904,5034,104,0,12958,39695
2021-09-29 10:00:00,8371,97,12061,5034,108,0,12597,38689
2021-09-29 09:00:00,8237,57,11079,5032,105,0,14007,38862
2021-09-29 08:00:00,8213,19,10735,5031,116,0,15180,39625
2021-09-29 07:00:00,8452,19,11951,5031,122,0,14981,40747
2021-09-29 06:00:00,9251,32,12997,5031,114,0,14724,42452
2021-09-29 05:00:00,9663,28,15236,5031,122,0,14808,45180
2021-09-29 04:00:00,9391,16,18903,5031,127,0,14845,48664
2021-09-29 03:00:00,10395,36,22137,5032,119,0,14114,52199
2021-09-29 02:00:00,10974,61,25676,5032,95,0,13089,55306
2021-09-29 01:00:00,11283,81,28824,5031,119,165,11666,57350
2021-09-29 00:00:00,11331,53,28099,5032,133,2354,11849,58736
2021-09-28 23:00:00,11224,53,28209,5033,145,4511,12073,60835
2021-09-28 22:00:00,11211,51,28854,5034,161,5306,11659,62179
2021-09-28 21:00:00,11420,49,28816,5035,142,4858,12006,62388
2021-09-28 20:00:00,11721,8,30174,5037,119,4449,9753,61387
2021-09-28 19:00:00,11678,6,29664,5037,103,4442,8550,59447
2021-09-28 18:00:00,11611,34,27826,5038,92,4717,7646,56916
2021-09-28 17:00:00,11265,120,25992,5038,142,4678,7388,54480
2021-09-28 16:00:00,10091,144,22449,5038,92,5250,8329,51287
2021-09-28 15:00:00,10317,82,20688,5038,77,4339,7385,47897
2021-09-28 14:00:00,9633,74,20040,5038,91,1607,8712,45329
2021-09-28 13:00:00,10077,51,18949,5037,79,40,9813,44460
2021-09-28 12:00:00,9586,16,18194,5037,80,0,10014,43391
2021-09-28 11:00:00,8864,51,15467,5036,76,0,10856,40806
2021-09-28 10:00:00,8354,51,13998,5036,78,0,11500,39474
2021-09-28 09:00:00,8333,51,13833,5036,82,0,11499,39290
2021-09-28 08:00:00,8356,65,14285,5035,89,0,11512,39786
2021-09-28 07:00:00,8830,12,14568,5034,87,0,12221,41105
2021-09-28 06:00:00,9452,8,15800,5034,95,0,12297,43072
2021-09-28 05:00:00,9286,8,18615,5034,90,0,12823,45897
2021-09-28 04:00:00,9713,8,21657,5033,120,0,13033,49482
2021-09-28 03:00:00,9542,8,26069,5033,93,0,12396,53035
2021-09-28 02:00:00,10829,11,29254,5032,206,0,10699,55912
2021-09-28 01:00:00,11274,53,32442,5032,131,111,8593,57657
2021-09-28 00:00:00,11189,54,33904,5033,141,1970,7121,59563
2021-09-27 23:00:00,11026,54,34593,5034,205,4064,5965,61102
2021-09-27 22:00:00,11050,60,35402,5035,225,4524,4851,61314
2021-09-27 21:00:00,10963,51,34372,5037,149,5378,4343,60416
2021-09-27 20:00:00,10904,8,33287,5039,147,5740,3824,59214
2021-09-27 19:00:00,10792,16,31823,5039,139,5783,3403,57048
2021-09-27 18:00:00,10481,72,28807,5040,130,5548,3824,53996
2021-09-27 17:00:00,10144,123,25466,5039,146,5378,4135,50478
2021-09-27 16:00:00,10175,147,22166,5039,145,5190,4646,47553
2021-09-27 15:00:00,10447,86,19712,5039,110,3501,5678,44636
2021-09-27 14:00:00,9509,77,17300,5039,93,1079,8893,42052
2021-09-27 13:00:00,8847,53,15538,5039,81,53,11190,40865
2021-09-27 12:00:00,8147,52,14042,5038,78,0,12526,39922
2021-09-27 11:00:00,7617,43,10897,5038,80,0,13771,37621
2021-09-27 10:00:00,7082,8,8799,5038,78,0,15163,36406
2021-09-27 09:00:00,6438,6,7799,5037,75,0,16793,36321
